id,brand_id,cached_brand,name,content,creator_id,phantom,created_at,updated_at,slang,from,to,preview
8283,54,MITSUBISHI,Freeca,,,f,2014-03-31 12:59:43.538174,2014-03-31 12:59:43.538174,,,,
8284,54,MITSUBISHI,FTO,,,f,2014-03-31 12:59:43.549075,2014-03-31 12:59:43.549075,,,,
8285,54,MITSUBISHI,Fuzion,,,f,2014-03-31 12:59:43.560014,2014-03-31 12:59:43.560014,,,,
8286,54,MITSUBISHI,Galant,,,f,2014-03-31 12:59:43.570841,2014-03-31 12:59:43.570841,,,,
8287,54,MITSUBISHI,Galant Fortis,,,f,2014-03-31 12:59:43.582911,2014-03-31 12:59:43.582911,,,,
8288,54,MITSUBISHI,Galant VR-4,,,f,2014-03-31 12:59:43.594837,2014-03-31 12:59:43.594837,,,,
8289,54,MITSUBISHI,Grandis,,,f,2014-03-31 12:59:43.607573,2014-03-31 12:59:43.607573,,,,
8290,54,MITSUBISHI,Grunder,,,f,2014-03-31 12:59:43.619393,2014-03-31 12:59:43.619393,,,,
8291,54,MITSUBISHI,GTO,,,f,2014-03-31 12:59:43.631635,2014-03-31 12:59:43.631635,,,,
8292,54,MITSUBISHI,i,,,f,2014-03-31 12:59:43.643052,2014-03-31 12:59:43.643052,,,,
8293,54,MITSUBISHI,i-MiEV,,,f,2014-03-31 12:59:43.655159,2014-03-31 12:59:43.655159,,,,
8294,54,MITSUBISHI,Jeep,,,f,2014-03-31 12:59:43.667052,2014-03-31 12:59:43.667052,,,,
8295,54,MITSUBISHI,Jolie,,,f,2014-03-31 12:59:43.678812,2014-03-31 12:59:43.678812,,,,
8296,54,MITSUBISHI,Kuda,,,f,2014-03-31 12:59:43.70894,2014-03-31 12:59:43.70894,,,,
8297,54,MITSUBISHI,L200,,,f,2014-03-31 12:59:43.722489,2014-03-31 12:59:43.722489,,,,
8298,54,MITSUBISHI,L300,,,f,2014-03-31 12:59:43.733589,2014-03-31 12:59:43.733589,,,,
8299,54,MITSUBISHI,Lancer,,,f,2014-03-31 12:59:43.744823,2014-03-31 12:59:43.744823,,,,
8300,54,MITSUBISHI,Lancer Evolution,,,f,2014-03-31 12:59:43.75613,2014-03-31 12:59:43.75613,,,,
8301,54,MITSUBISHI,Lancer Ralliart,,,f,2014-03-31 12:59:43.767635,2014-03-31 12:59:43.767635,,,,
8302,54,MITSUBISHI,Lancer Sportback,,,f,2014-03-31 12:59:43.781505,2014-03-31 12:59:43.781505,,,,
8303,54,MITSUBISHI,Legnum,,,f,2014-03-31 12:59:43.794289,2014-03-31 12:59:43.794289,,,,
8304,54,MITSUBISHI,Legnum VR-4,,,f,2014-03-31 12:59:43.80805,2014-03-31 12:59:43.80805,,,,
8305,54,MITSUBISHI,Libero,,,f,2014-03-31 12:59:43.819966,2014-03-31 12:59:43.819966,,,,
8306,54,MITSUBISHI,Magna,,,f,2014-03-31 12:59:43.830866,2014-03-31 12:59:43.830866,,,,
8307,54,MITSUBISHI,Maven,,,f,2014-03-31 12:59:43.841872,2014-03-31 12:59:43.841872,,,,
8308,54,MITSUBISHI,Minica,,,f,2014-03-31 12:59:43.853428,2014-03-31 12:59:43.853428,,,,
