id,spare_info_id,brand_id,model_id,generation_id,modification_id,cached_brand,cached_model,cached_generation,cached_modification,created_at,updated_at,cached_spare_info,notes,notes_invisible
2,1007606,64,10307,111,,FORD,Focus,2005-2011,,2014-10-12 03:53:03.034325,2014-10-12 03:53:03.034325,EGR4930 (EGR),,
4,1007608,58,9464,113,,TOYOTA,Land Cruiser,2008-,,2014-10-12 03:54:57.219677,2014-10-12 03:54:57.219677,92492061B (EGR),,
5,1007609,39,61,114,,LEXUS,LX 570,2008-,,2014-10-12 03:54:57.510327,2014-10-12 03:54:57.510327,039261 (EGR),,
6,1007610,39,60,112,,LEXUS,RX 330,2003-2009,,2014-10-12 03:54:58.1894,2014-10-12 03:54:58.1894,239090 (EGR),,
7,1007611,39,60,112,,LEXUS,RX 330,2003-2009,,2014-10-12 03:54:58.536237,2014-10-12 03:54:58.536237,239090CF (EGR),,
8,1007612,38,62,115,,MAZDA,CX 9,2008-,,2014-10-12 03:55:07.431599,2014-10-12 03:55:07.431599,92450026B (EGR),,
9,1007613,38,63,116,,MAZDA,Mazda 3,2003-2009,,2014-10-12 03:55:13.90512,2014-10-12 03:55:13.90512,SG3745DS (EGR),,
10,1007614,38,63,116,,MAZDA,Mazda 3,2003-2009,,2014-10-12 03:55:14.271945,2014-10-12 03:55:14.271945,SG3746DS (EGR),,
11,1007615,38,64,117,,MAZDA,Mazda 6,2013-,,2014-10-12 03:55:16.439106,2014-10-12 03:55:16.439106,NPA11C55150 (NORPLAST),,
12,1007616,38,65,118,,MAZDA,CX 5,2011-,,2014-10-12 03:55:21.607487,2014-10-12 03:55:21.607487,NPA00T55060 (NORPLAST),,
13,1007617,38,64,117,,MAZDA,Mazda 6,2013-,,2014-10-12 03:55:21.956433,2014-10-12 03:55:21.956433,NPA00T55150 (NORPLAST),,
14,1007618,38,64,119,,MAZDA,Mazda 6,2008-2012,,2014-10-12 03:55:26.356502,2014-10-12 03:55:26.356502,NPLP5517 (NORPLAST),,
15,1007619,38,66,120,,MAZDA,CX 7,2006-,,2014-10-12 03:55:26.747862,2014-10-12 03:55:26.747862,NPLP5570 (NORPLAST),,
17,1007621,8,10176,122,,NISSAN,Almera,2000-2006,,2014-10-12 03:56:26.396555,2014-10-12 03:56:26.396555,91263007B (EGR),,
18,1007622,8,10227,123,,NISSAN,Navara,2002-2004,,2014-10-12 03:56:29.416971,2014-10-12 03:56:29.416971,027111 (EGR),,
20,1007624,8,10226,126,,NISSAN,Murano,2002-2008,,2014-10-12 03:56:31.317067,2014-10-12 03:56:31.317067,027161 (EGR),,
22,1007626,8,10228,128,,NISSAN,Note,2006-,,2014-10-12 03:56:38.542093,2014-10-12 03:56:38.542093,SG3464DSL (EGR),,
24,1007628,8,10226,126,,NISSAN,Murano,2002-2008,,2014-10-12 03:56:42.468048,2014-10-12 03:56:42.468048,227160 (EGR),,
26,1007630,8,10241,129,,NISSAN,Primera,2002-2008,,2014-10-12 03:56:45.380475,2014-10-12 03:56:45.380475,EGR3440 (EGR),,
28,1007632,8,10222,130,,NISSAN,Micra,2003-2011,,2014-10-12 03:56:46.268398,2014-10-12 03:56:46.268398,EGR3444 (EGR),,
29,1007633,8,10220,131,,NISSAN,Maxima,2000-2006,,2014-10-12 03:56:46.643333,2014-10-12 03:56:46.643333,EGR3460 (EGR),,
30,1007634,53,10591,132,,OPEL,Astra,2004-2009,,2014-10-12 03:57:30.220653,2014-10-12 03:57:30.220653,NPLP6306 (NORPLAST),,
31,1007635,57,8531,133,,RENAULT,Logan,2004-,,2014-10-12 03:57:37.613463,2014-10-12 03:57:37.613463,NPLP6923 (NORPLAST),,
33,1007637,51,10480,134,,HONDA,Accord,ACCORD CB1/CB3/CB7,,2014-10-12 03:57:53.5948,2014-10-12 03:57:53.5948,50805SM4020 (HONDA),,
35,1007639,51,10480,135,,HONDA,Accord,ACCORD CF3/CF4/CF5/CL1/CL3,,2014-10-12 03:58:01.754515,2014-10-12 03:58:01.754515,51381S1AE01 (HONDA),,
37,1007641,51,10480,136,,HONDA,Accord,ACCORD CL#,,2014-10-12 03:58:02.512503,2014-10-12 03:58:02.512503,51631SV7004 (HONDA),,
41,1007645,58,9465,138,,TOYOTA,Land Cruiser Prado,2002-2008,,2014-10-12 03:58:23.185684,2014-10-12 03:58:23.185684,92492046B (EGR),,
42,1007646,58,9404,15830,,TOYOTA,Camry,XV40,,2014-10-12 03:58:23.923771,2014-12-20 18:06:28.096213,92492049B (EGR),,
43,1007647,58,70,140,,TOYOTA,Rav 4,2006-2012,,2014-10-12 03:58:24.319965,2014-10-12 03:58:24.319965,92492053B (EGR),,
44,1007648,58,9536,141,,TOYOTA,Yaris,2006-2009,,2014-10-12 03:58:25.416665,2014-10-12 03:58:25.416665,92492056B (EGR),,
45,1007649,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:14.186898,2014-10-12 03:59:14.186898,0311YD2RH (FEBEST),,
47,1007651,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:14.417765,2014-10-12 03:59:14.417765,0311YF4R (FEBEST),,
49,1007653,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:14.758977,2014-10-12 03:59:14.758977,0315YF4TR (FEBEST),,
53,1007657,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:15.540383,2014-10-12 03:59:15.540383,0321MRVLH (FEBEST),,
54,1007658,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:15.555015,2014-10-12 03:59:15.555015,53560S3VA02 (ACURA),,
55,1007659,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:16.52352,2014-10-12 03:59:16.52352,0321MRVRH (FEBEST),,
56,1007660,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:16.539645,2014-10-12 03:59:16.539645,53540S3VA02 (ACURA),,
57,1007661,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:17.348328,2014-10-12 03:59:17.348328,0322YD2 (FEBEST),,
59,1007663,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:17.753512,2014-10-12 03:59:17.753512,0322YF1 (FEBEST),,
61,1007665,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:18.161454,2014-10-12 03:59:18.161454,0323YD1RL (FEBEST),,
63,1007667,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:18.594047,2014-10-12 03:59:18.594047,0323YD1RR (FEBEST),,
65,1007669,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:18.801758,2014-10-12 03:59:18.801758,0325MRV (FEBEST),,
67,1007671,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:19.272913,2014-10-12 03:59:19.272913,0375RAF (FEBEST),,
68,1007672,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:19.287778,2014-10-12 03:59:19.287778,01463S0X010 (ACURA),,
69,1007673,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:19.613352,2014-10-12 03:59:19.613352,0375YD1F (FEBEST),,
70,1007674,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:19.627117,2014-10-12 03:59:19.627117,01463S3VA10 (ACURA),,
71,1007675,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:19.880752,2014-10-12 03:59:19.880752,DAC49844042 (FEBEST),,
72,1007676,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:19.893717,2014-10-12 03:59:19.893717,44300S3VA61 (ACURA),,
73,1007677,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:20.197229,2014-10-12 03:59:20.197229,DAC51894244 (FEBEST),,
74,1007678,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:20.210355,2014-10-12 03:59:20.210355,44300S3VA11 (ACURA),,
75,1007679,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:20.572145,2014-10-12 03:59:20.572145,HAB107 (FEBEST),,
77,1007681,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:20.972483,2014-10-12 03:59:20.972483,HAB108 (FEBEST),,
79,1007683,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:21.305657,2014-10-12 03:59:21.305657,HAB126 (FEBEST),,
81,1007685,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:21.644467,2014-10-12 03:59:21.644467,HAB128 (FEBEST),,
82,1007686,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:21.658055,2014-10-12 03:59:21.658055,52367S0X003 (ACURA),,
85,1007689,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:22.364494,2014-10-12 03:59:22.364494,HAB131 (FEBEST),,
86,1007690,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:22.378092,2014-10-12 03:59:22.378092,50712S3VA01 (ACURA),,
87,1007691,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:22.830591,2014-10-12 03:59:22.830591,HAB132 (FEBEST),,
88,1007692,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:22.844045,2014-10-12 03:59:22.844045,50721S3VA01 (ACURA),,
89,1007693,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:23.186508,2014-10-12 03:59:23.186508,HAB133 (FEBEST),,
90,1007694,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:23.197216,2014-10-12 03:59:23.197216,50728S3VA01 (ACURA),,
91,1007695,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:23.461119,2014-10-12 03:59:23.461119,HAB205 (FEBEST),,
93,1007697,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:23.794895,2014-10-12 03:59:23.794895,HAB211 (FEBEST),,
95,1007699,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:24.136116,2014-10-12 03:59:24.136116,HABYF4F (FEBEST),,
97,1007701,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:24.478605,2014-10-12 03:59:24.478605,HB005 (FEBEST),,
98,1007702,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:24.497189,2014-10-12 03:59:24.497189,51726S5A701 (ACURA),,
99,1007703,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:25.006142,2014-10-12 03:59:25.006142,HBYD2 (FEBEST),,
101,1007705,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:25.265475,2014-10-12 03:59:25.265475,HM067 (FEBEST),,
102,1007706,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:25.279058,2014-10-12 03:59:25.279058,50805S3VA81 (ACURA),,
103,1007707,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:26.438646,2014-10-12 03:59:26.438646,HM068 (FEBEST),,
104,1007708,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:26.455043,2014-10-12 03:59:26.455043,50806S3VA01 (ACURA),,
105,1007709,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:27.338984,2014-10-12 03:59:27.338984,HMMRVFR (FEBEST),,
107,1007711,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:27.670508,2014-10-12 03:59:27.670508,HMMRVLH1 (FEBEST),,
108,1007712,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:27.680433,2014-10-12 03:59:27.680433,50805S3V010 (ACURA),,
109,1007713,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:28.00403,2014-10-12 03:59:28.00403,HMMRVLH2 (FEBEST),,
110,1007714,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:28.014218,2014-10-12 03:59:28.014218,50806S3V000 (ACURA),,
111,1007715,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:28.387414,2014-10-12 03:59:28.387414,HMMRVRH (FEBEST),,
113,1007717,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:28.771431,2014-10-12 03:59:28.771431,HMMRVRR (FEBEST),,
114,1007718,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:28.78055,2014-10-12 03:59:28.78055,50810S3VA01 (ACURA),,
115,1007719,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:29.137804,2014-10-12 03:59:29.137804,HSB055 (FEBEST),,
116,1007720,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:29.147044,2014-10-12 03:59:29.147044,51306S3VA00 (ACURA),,
117,1007721,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:29.588456,2014-10-12 03:59:29.588456,HSB056 (FEBEST),,
118,1007722,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:29.597675,2014-10-12 03:59:29.597675,52306S3VA00 (ACURA),,
119,1007723,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:29.930254,2014-10-12 03:59:29.930254,HSBYD2R (FEBEST),,
121,1007725,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:30.255259,2014-10-12 03:59:30.255259,HSBYD2R27 (FEBEST),,
122,1007726,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:30.264343,2014-10-12 03:59:30.264343,52306STXA11 (ACURA),,
123,1007727,425,8695,143,,ACURA,MDX,MDX YD2,,2014-10-12 03:59:30.613632,2014-10-12 03:59:30.613632,HSBYD2SF (FEBEST),,
125,1007729,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:30.931284,2014-10-12 03:59:30.931284,HSHB005 (FEBEST),,
126,1007730,425,8695,142,,ACURA,MDX,MDX YD1,,2014-10-12 03:59:30.947529,2014-10-12 03:59:30.947529,51722S3VA01 (ACURA),,
247,1007851,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:54.907586,2014-10-12 03:59:54.907586,1923F20FL (FEBEST),,
249,1007853,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:55.19895,2014-10-12 03:59:55.19895,BMAB029 (FEBEST),,
250,1007854,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:55.210223,2014-10-12 03:59:55.210223,31126852992 (BMW),,
251,1007855,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:55.610726,2014-10-12 03:59:55.610726,BMAB036 (FEBEST),,
252,1007856,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:55.624158,2014-10-12 03:59:55.624158,33326792525 (BMW),,
253,1007857,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:55.901975,2014-10-12 03:59:55.901975,BMAB037 (FEBEST),,
254,1007858,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:55.91676,2014-10-12 03:59:55.91676,33326867540 (BMW),,
255,1007859,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:56.218566,2014-10-12 03:59:56.218566,BMAB038 (FEBEST),,
256,1007860,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:56.232072,2014-10-12 03:59:56.232072,33326792539 (BMW),,
257,1007861,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:56.532167,2014-10-12 03:59:56.532167,BMAB039 (FEBEST),,
258,1007862,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:56.543404,2014-10-12 03:59:56.543404,33326792540 (BMW),,
259,1007863,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:57.210698,2014-10-12 03:59:57.210698,BMAB040 (FEBEST),,
260,1007864,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:57.22391,2014-10-12 03:59:57.22391,33326792543 (BMW),,
261,1007865,3,71,153,,BMW,1,1 F20/F21,,2014-10-12 03:59:57.560511,2014-10-12 03:59:57.560511,DAC42750037M (FEBEST),,
263,1007867,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 03:59:57.944235,2014-10-12 03:59:57.944235,1923E90FL (FEBEST),,
265,1007869,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 03:59:58.269384,2014-10-12 03:59:58.269384,1923E90FR (FEBEST),,
267,1007871,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 03:59:58.599929,2014-10-12 03:59:58.599929,1982E81F (FEBEST),,
269,1007873,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 03:59:58.950088,2014-10-12 03:59:58.950088,BMAB016 (FEBEST),,
273,1007877,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 03:59:59.670707,2014-10-12 03:59:59.670707,BMAB022 (FEBEST),,
274,1007878,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 03:59:59.685992,2014-10-12 03:59:59.685992,33326786981 (BMW),,
275,1007879,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 04:00:00.075229,2014-10-12 04:00:00.075229,BMAB043 (FEBEST),,
277,1007881,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 04:00:00.40017,2014-10-12 04:00:00.40017,BMAB044Z (FEBEST),,
278,1007882,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 04:00:00.411167,2014-10-12 04:00:00.411167,33326777980 (BMW),,
279,1007883,3,72,155,,BMW,3,3 E46,,2014-10-12 04:00:00.753228,2014-10-12 04:00:00.753228,BMABE46B (FEBEST),,
283,1007887,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 04:00:01.59177,2014-10-12 04:00:01.59177,BMSBE90F (FEBEST),,
285,1007889,3,72,154,,BMW,3,3 E90/E91,,2014-10-12 04:00:02.39382,2014-10-12 04:00:02.39382,BMSHBE46 (FEBEST),,
289,1007893,3,72,155,,BMW,3,3 E46,,2014-10-12 04:00:03.370871,2014-10-12 04:00:03.370871,DAC42750037 (FEBEST),,
295,1007899,3,73,158,,BMW,5,5 E34,,2014-10-12 04:00:04.650219,2014-10-12 04:00:04.650219,95MEY44671016C (FEBEST),,
297,1007901,3,73,157,,BMW,5,5 E39,,2014-10-12 04:00:05.081194,2014-10-12 04:00:05.081194,BMAB010 (FEBEST),,
298,1007902,3,73,157,,BMW,5,5 E39,,2014-10-12 04:00:05.097383,2014-10-12 04:00:05.097383,33326755472 (BMW),,
300,1007904,3,73,159,,BMW,5,5 F10/F11/F18,,2014-10-12 04:00:06.095864,2014-10-12 04:00:06.095864,BMAB013 (FEBEST),,
301,1007905,3,73,159,,BMW,5,5 F10/F11/F18,,2014-10-12 04:00:06.601457,2014-10-12 04:00:06.601457,33326784352 (BMW),,
302,1007906,3,73,159,,BMW,5,5 F10/F11/F18,,2014-10-12 04:00:07.171429,2014-10-12 04:00:07.171429,BMAB014 (FEBEST),,
303,1007907,3,73,159,,BMW,5,5 F10/F11/F18,,2014-10-12 04:00:07.691969,2014-10-12 04:00:07.691969,BMAB015Z (FEBEST),,
305,1007909,3,73,160,,BMW,5,5 E60/E61,,2014-10-12 04:00:08.200279,2014-10-12 04:00:08.200279,BMSBE60F (FEBEST),,
307,1007911,3,73,157,,BMW,5,5 E39,,2014-10-12 04:00:08.685578,2014-10-12 04:00:08.685578,BMSHBE39 (FEBEST),,
313,1007917,3,73,158,,BMW,5,5 E34,,2014-10-12 04:00:09.900673,2014-10-12 04:00:09.900673,BMSIE34UP (FEBEST),,
319,1007923,3,73,157,,BMW,5,5 E39,,2014-10-12 04:00:11.07529,2014-10-12 04:00:11.07529,BMSIE39UP (FEBEST),,
323,1007927,3,73,157,,BMW,5,5 E39,,2014-10-12 04:00:11.908521,2014-10-12 04:00:11.908521,BMSSE39 (FEBEST),,
327,1007931,3,41,161,,BMW,X1,X1 E84,,2014-10-12 04:00:12.546491,2014-10-12 04:00:12.546491,1923E84FL (FEBEST),,
329,1007933,3,41,161,,BMW,X1,X1 E84,,2014-10-12 04:00:12.883588,2014-10-12 04:00:12.883588,1923E84FR (FEBEST),,
331,1007935,3,42,162,,BMW,X3,X3 E83,,2014-10-12 04:00:13.233997,2014-10-12 04:00:13.233997,1910X3 (FEBEST),,
332,1007936,3,42,162,,BMW,X3,X3 E83,,2014-10-12 04:00:13.246655,2014-10-12 04:00:13.246655,31603450566 (BMW),,
333,1007937,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:13.675303,2014-10-12 04:00:13.675303,1923X3FL (FEBEST),,
335,1007939,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:13.91361,2014-10-12 04:00:13.91361,1923X3FR (FEBEST),,
337,1007941,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:14.275392,2014-10-12 04:00:14.275392,1923X3R (FEBEST),,
339,1007943,3,42,162,,BMW,X3,X3 E83,,2014-10-12 04:00:14.624854,2014-10-12 04:00:14.624854,BAB002Z (FEBEST),,
341,1007945,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:15.044609,2014-10-12 04:00:15.044609,BMAB021Z (FEBEST),,
343,1007947,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:15.308143,2014-10-12 04:00:15.308143,BMAB023 (FEBEST),,
344,1007948,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:15.322107,2014-10-12 04:00:15.322107,33306786991 (BMW),,
345,1007949,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:15.655955,2014-10-12 04:00:15.655955,BMAB024 (FEBEST),,
347,1007951,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:15.996795,2014-10-12 04:00:15.996795,BMAB025 (FEBEST),,
348,1007952,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:16.013648,2014-10-12 04:00:16.013648,33326788550 (BMW),,
349,1007953,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:16.430725,2014-10-12 04:00:16.430725,BMAB026 (FEBEST),,
350,1007954,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:16.758327,2014-10-12 04:00:16.758327,BMAB027 (FEBEST),,
351,1007955,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:16.772373,2014-10-12 04:00:16.772373,33326795812 (BMW),,
352,1007956,3,42,163,,BMW,X3,X3 F25,,2014-10-12 04:00:17.122392,2014-10-12 04:00:17.122392,BMAB028 (FEBEST),,
354,1007958,3,42,162,,BMW,X3,X3 E83,,2014-10-12 04:00:17.422585,2014-10-12 04:00:17.422585,BMAB034 (FEBEST),,
355,1007959,3,42,162,,BMW,X3,X3 E83,,2014-10-12 04:00:17.432984,2014-10-12 04:00:17.432984,33503451402 (BMW),,
356,1007960,3,42,162,,BMW,X3,X3 E83,,2014-10-12 04:00:17.783994,2014-10-12 04:00:17.783994,BMSBE83F (FEBEST),,
358,1007962,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:18.47501,2014-10-12 04:00:18.47501,1901X5F (FEBEST),,
360,1007964,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:18.825059,2014-10-12 04:00:18.825059,1910E70 (FEBEST),,
362,1007966,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:19.192868,2014-10-12 04:00:19.192868,1910X5 (FEBEST),,
363,1007967,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:19.205948,2014-10-12 04:00:19.205948,31607565314 (BMW),,
364,1007968,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:19.525044,2014-10-12 04:00:19.525044,1910X5RR (FEBEST),,
366,1007970,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:19.858646,2014-10-12 04:00:19.858646,1911E53LH (FEBEST),,
367,1007971,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:19.866623,2014-10-12 04:00:19.866623,31607505005 (BMW),,
368,1007972,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:20.207051,2014-10-12 04:00:20.207051,1911E53RH (FEBEST),,
370,1007974,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:20.573687,2014-10-12 04:00:20.573687,1911E70RH (FEBEST),,
371,1007975,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:20.5834,2014-10-12 04:00:20.5834,31607545126 (BMW),,
373,1007977,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:20.948838,2014-10-12 04:00:20.948838,31607503537 (BMW),,
374,1007978,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:21.275755,2014-10-12 04:00:21.275755,1911X5RR (FEBEST),,
380,1007984,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:23.424521,2014-10-12 04:00:23.424521,1917E53 (FEBEST),,
384,1007988,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:24.249889,2014-10-12 04:00:24.249889,1923X5R (FEBEST),,
386,1007990,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:24.601207,2014-10-12 04:00:24.601207,1924X5LH (FEBEST),,
390,1007994,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:25.226401,2014-10-12 04:00:25.226401,1930001 (FEBEST),,
392,1007996,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:25.608523,2014-10-12 04:00:25.608523,1975X5R (FEBEST),,
394,1007998,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:25.984265,2014-10-12 04:00:25.984265,1982X5F (FEBEST),,
396,1008000,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:26.342614,2014-10-12 04:00:26.342614,1982X5R (FEBEST),,
398,1008002,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:26.700985,2014-10-12 04:00:26.700985,1987E38 (FEBEST),,
400,1008004,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:27.017628,2014-10-12 04:00:27.017628,1987E39 (FEBEST),,
402,1008006,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:27.309561,2014-10-12 04:00:27.309561,1988E38 (FEBEST),,
404,1008008,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:27.520293,2014-10-12 04:00:27.520293,95MEY43901015C (FEBEST),,
406,1008010,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:27.759679,2014-10-12 04:00:27.759679,95PES44671016C (FEBEST),,
408,1008012,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:28.08466,2014-10-12 04:00:28.08466,95PES44901015C (FEBEST),,
410,1008014,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:28.409645,2014-10-12 04:00:28.409645,BAB001Z (FEBEST),,
412,1008016,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:28.717987,2014-10-12 04:00:28.717987,BMAB001 (FEBEST),,
415,1008019,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:29.076403,2014-10-12 04:00:29.076403,33326770832 (BMW),,
417,1008021,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:30.751976,2014-10-12 04:00:30.751976,BMAB004 (FEBEST),,
419,1008023,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:31.003621,2014-10-12 04:00:31.003621,BMAB005 (FEBEST),,
421,1008025,3,43,164,,BMW,X5,X5 E53,,2014-10-12 04:00:31.326543,2014-10-12 04:00:31.326543,BMAB007 (FEBEST),,
423,1008027,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:31.70179,2014-10-12 04:00:31.70179,BMAB008 (FEBEST),,
424,1008028,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:31.709853,2014-10-12 04:00:31.709853,33326770952 (BMW),,
425,1008029,3,43,165,,BMW,X5,X5 E70,,2014-10-12 04:00:32.010102,2014-10-12 04:00:32.010102,BMAB009 (FEBEST),,
