id,from_spare_info_id,to_spare_info_id,from_cached_spare_info,to_cached_spare_info,wrong,created_at,updated_at,notes,notes_invisible
7419,1022412,1022413,TSB130 (FEBEST),1652321060 (TOYOTA),,2014-10-12 05:44:38.787814,2014-10-12 05:44:38.787814,,
7422,1022418,1022419,TSB712 (FEBEST),4881812190 (TOYOTA),,2014-10-12 05:44:39.836641,2014-10-12 05:44:39.836641,,
7423,1022420,1022421,TSB728 (FEBEST),4881812080 (TOYOTA),,2014-10-12 05:44:39.909601,2014-10-12 05:44:39.909601,,
7424,1022422,1022423,TSB747 (FEBEST),4881513030 (TOYOTA),,2014-10-12 05:44:39.99029,2014-10-12 05:44:39.99029,,
7426,1022426,1022427,TSBACV40R (FEBEST),4881806260 (TOYOTA),,2014-10-12 05:44:40.187942,2014-10-12 05:44:40.187942,,
7427,1022428,1022429,TSBAE110F (FEBEST),4881502040 (TOYOTA),,2014-10-12 05:44:40.259377,2014-10-12 05:44:40.259377,,
7429,1022432,1022433,TSBNZE121F (FEBEST),4881512310 (TOYOTA),,2014-10-12 05:44:40.426137,2014-10-12 05:44:40.426137,,
7433,1022440,1022441,TSHB120R (FEBEST),48341AB010 (TOYOTA),,2014-10-12 05:44:40.710078,2014-10-12 05:44:40.710078,,
7434,1022442,1022443,TSHB90F (FEBEST),4815712060 (TOYOTA),,2014-10-12 05:44:40.794296,2014-10-12 05:44:40.794296,,
7435,1022444,1022445,TSHBAE100R (FEBEST),4855912070 (TOYOTA),,2014-10-12 05:44:40.873402,2014-10-12 05:44:40.873402,,
7436,1022446,1022447,TSHBAE110R (FEBEST),4855912090 (TOYOTA),,2014-10-12 05:44:40.952857,2014-10-12 05:44:40.952857,,
7439,1022452,1022453,TSI100D (FEBEST),4815812030 (TOYOTA),,2014-10-12 05:44:41.672257,2014-10-12 05:44:41.672257,,
7440,1022454,1022455,TSI100UP (FEBEST),4815712070 (TOYOTA),,2014-10-12 05:44:42.268915,2014-10-12 05:44:42.268915,,
7441,1022456,1022457,TSI110R (FEBEST),4825802040 (TOYOTA),,2014-10-12 05:44:42.343577,2014-10-12 05:44:42.343577,,
7443,1022460,1022461,TSS003 (FEBEST),4860912370 (TOYOTA),,2014-10-12 05:44:42.488545,2014-10-12 05:44:42.488545,,
7445,1022464,1022465,TSS006 (FEBEST),4860912230 (TOYOTA),,2014-10-12 05:44:42.639991,2014-10-12 05:44:42.639991,,
7446,1022466,1022467,TSS053 (FEBEST),4807112080 (TOYOTA),,2014-10-12 05:44:42.705964,2014-10-12 05:44:42.705964,,
7450,1022474,1022475,TAB182 (FEBEST),4420012770 (TOYOTA),,2014-10-12 05:44:43.055611,2014-10-12 05:44:43.055611,,
7451,1022476,1022477,TCB017 (FEBEST),3723019015 (TOYOTA),,2014-10-12 05:44:43.132305,2014-10-12 05:44:43.132305,,
7452,1022478,1022479,TDNZE121F (FEBEST),4833112200 (TOYOTA),,2014-10-12 05:44:43.225827,2014-10-12 05:44:43.225827,,
7453,1022480,1022481,TRKB004 (FEBEST),4553552060 (TOYOTA),,2014-10-12 05:44:43.320073,2014-10-12 05:44:43.320073,,
7456,1022486,1022487,TSI120R (FEBEST),4825702040 (TOYOTA),,2014-10-12 05:44:43.536433,2014-10-12 05:44:43.536433,,
7457,1022488,1022489,0122ZZE132 (FEBEST),4550309430 (TOYOTA),,2014-10-12 05:44:43.625825,2014-10-12 05:44:43.625825,,
7458,1022490,1022491,95FAY28410707X (FEBEST),9031028001 (TOYOTA),,2014-10-12 05:44:43.720895,2014-10-12 05:44:43.720895,,
7459,1022492,1022493,TAB006 (FEBEST),4865520221 (TOYOTA),,2014-10-12 05:44:44.795558,2014-10-12 05:44:44.795558,,
7460,1022494,1022495,TAB036 (FEBEST),4551620080 (TOYOTA),,2014-10-12 05:44:44.874487,2014-10-12 05:44:44.874487,,
7461,1022496,1022497,TMB102 (FEBEST),1236116310 (TOYOTA),,2014-10-12 05:44:45.048062,2014-10-12 05:44:45.048062,,
7463,1022500,1022501,0110036A48 (FEBEST),4341016281 (TOYOTA),,2014-10-12 05:44:45.310208,2014-10-12 05:44:45.310208,,
7464,1022502,1022503,0110037 (FEBEST),4347080141 (TOYOTA),,2014-10-12 05:44:45.380705,2014-10-12 05:44:45.380705,,
7465,1022504,1022505,0110037A48 (FEBEST),4342016280 (TOYOTA),,2014-10-12 05:44:45.463463,2014-10-12 05:44:45.463463,,
7467,1022508,1022509,95HDS54660710X (FEBEST),9031154003 (TOYOTA),,2014-10-12 05:44:45.605848,2014-10-12 05:44:45.605848,,
7468,1022510,1022511,TAB071 (FEBEST),4872516150 (TOYOTA),,2014-10-12 05:44:45.679548,2014-10-12 05:44:45.679548,,
7469,1022512,1022513,TAB440 (FEBEST),4806946011 (TOYOTA),,2014-10-12 05:44:45.762741,2014-10-12 05:44:45.762741,,
7471,1022516,1022517,TAB442 (FEBEST),4874016080 (TOYOTA),,2014-10-12 05:44:45.90401,2014-10-12 05:44:45.90401,,
7473,1022520,1022521,TEXB002 (FEBEST),1756611150 (TOYOTA),,2014-10-12 05:44:46.039733,2014-10-12 05:44:46.039733,,
7474,1022522,1022523,TMB041 (FEBEST),1236211300 (TOYOTA),,2014-10-12 05:44:46.112709,2014-10-12 05:44:46.112709,,
7475,1022524,1022525,TMB042 (FEBEST),1237111290 (TOYOTA),,2014-10-12 05:44:46.187286,2014-10-12 05:44:46.187286,,
7476,1022526,1022527,TSHBEL40F (FEBEST),4833116060 (TOYOTA),,2014-10-12 05:44:46.266323,2014-10-12 05:44:46.266323,,
7477,1022528,1022529,TSHBEL50F (FEBEST),4833116070 (TOYOTA),,2014-10-12 05:44:46.348322,2014-10-12 05:44:46.348322,,
7478,1022530,1022531,TSS010 (FEBEST),4860916290 (TOYOTA),,2014-10-12 05:44:46.429117,2014-10-12 05:44:46.429117,,
7479,1022532,1022533,TSS011 (FEBEST),4875016100 (TOYOTA),,2014-10-12 05:44:46.496609,2014-10-12 05:44:46.496609,,
7480,1022534,1022535,TDGRX130R (FEBEST),4834130130 (TOYOTA),,2014-10-12 05:44:47.588423,2014-10-12 05:44:47.588423,,
7481,1022536,1022537,TSB724 (FEBEST),4881514060 (TOYOTA),,2014-10-12 05:44:47.68232,2014-10-12 05:44:47.68232,,
7482,1022538,1022539,TSB748 (FEBEST),4881530171 (TOYOTA),,2014-10-12 05:44:47.757683,2014-10-12 05:44:47.757683,,
7483,1022540,1022541,TSB761 (FEBEST),4881530200 (TOYOTA),,2014-10-12 05:44:47.85099,2014-10-12 05:44:47.85099,,
7484,1022542,1022543,0110GX93A48 (FEBEST),4341022010 (TOYOTA),,2014-10-12 05:44:47.937905,2014-10-12 05:44:47.937905,,
7485,1022544,1022545,0111JZX110R (FEBEST),4233024020 (TOYOTA),,2014-10-12 05:44:48.021874,2014-10-12 05:44:48.021874,,
7486,1022546,1022547,0120JZS160LH (FEBEST),4334039345 (TOYOTA),,2014-10-12 05:44:48.113329,2014-10-12 05:44:48.113329,,
7487,1022548,1022549,0120JZS160RH (FEBEST),4333039455 (TOYOTA),,2014-10-12 05:44:48.181671,2014-10-12 05:44:48.181671,,
7488,1022550,1022551,0122GX110 (FEBEST),4550329785 (TOYOTA),,2014-10-12 05:44:48.246466,2014-10-12 05:44:48.246466,,
7492,1022558,1022559,0123023 (FEBEST),4883030080 (TOYOTA),,2014-10-12 05:44:48.540373,2014-10-12 05:44:48.540373,,
7493,1022560,1022561,0123031 (FEBEST),4883030020 (TOYOTA),,2014-10-12 05:44:48.62168,2014-10-12 05:44:48.62168,,
7494,1022562,1022563,0123033 (FEBEST),4870630030 (TOYOTA),,2014-10-12 05:44:48.673309,2014-10-12 05:44:48.673309,,
7495,1022564,1022565,0123034 (FEBEST),4882030020 (TOYOTA),,2014-10-12 05:44:48.741745,2014-10-12 05:44:48.741745,,
7496,1022566,1022567,0123035 (FEBEST),4882030050 (TOYOTA),,2014-10-12 05:44:48.814107,2014-10-12 05:44:48.814107,,
7497,1022568,1022569,0123147R (FEBEST),4883030060 (TOYOTA),,2014-10-12 05:44:48.875985,2014-10-12 05:44:48.875985,,
7498,1022570,1022571,0123MWDL (FEBEST),4881022041 (TOYOTA),,2014-10-12 05:44:48.941377,2014-10-12 05:44:48.941377,,
7499,1022572,1022573,0123MWDR (FEBEST),4882022051 (TOYOTA),,2014-10-12 05:44:49.014158,2014-10-12 05:44:49.014158,,
7502,1022578,1022579,0188JZX110 (FEBEST),1350346010 (TOYOTA),,2014-10-12 05:44:50.289535,2014-10-12 05:44:50.289535,,
7505,1022584,1022585,DAC35770042KIT (FEBEST),9017924005 (TOYOTA),,2014-10-12 05:44:50.499494,2014-10-12 05:44:50.499494,,
7507,1022588,1022589,TAB012 (FEBEST),4872530070 (TOYOTA),,2014-10-12 05:44:50.631505,2014-10-12 05:44:50.631505,,
7508,1022590,1022591,TAB012Z (FEBEST),4872530060 (TOYOTA),,2014-10-12 05:44:50.714829,2014-10-12 05:44:50.714829,,
7509,1022592,1022593,TAB014 (FEBEST),4863230070 (TOYOTA),,2014-10-12 05:44:50.774074,2014-10-12 05:44:50.774074,,
7510,1022594,1022595,TAB114 (FEBEST),4865430030 (TOYOTA),,2014-10-12 05:44:50.83211,2014-10-12 05:44:50.83211,,
7511,1022596,1022597,TAB137 (FEBEST),4872524070 (TOYOTA),,2014-10-12 05:44:50.89932,2014-10-12 05:44:50.89932,,
7512,1022598,1022599,TAB170 (FEBEST),4865430081 (TOYOTA),,2014-10-12 05:44:51.001147,2014-10-12 05:44:51.001147,,
7513,1022600,1022601,TAB177 (FEBEST),4867030270 (TOYOTA),,2014-10-12 05:44:51.116057,2014-10-12 05:44:51.116057,,
7514,1022602,1022603,TAB178 (FEBEST),4806930300 (TOYOTA),,2014-10-12 05:44:51.183199,2014-10-12 05:44:51.183199,,
7515,1022604,1022605,TAB184 (FEBEST),4867030211 (TOYOTA),,2014-10-12 05:44:51.249431,2014-10-12 05:44:51.249431,,
7517,1022608,1022609,TAB212 (FEBEST),4867030191 (TOYOTA),,2014-10-12 05:44:51.399692,2014-10-12 05:44:51.399692,,
7520,1022614,1022615,TAB291 (FEBEST),4870530080 (TOYOTA),,2014-10-12 05:44:51.69963,2014-10-12 05:44:51.69963,,
7521,1022616,1022617,TAB301 (FEBEST),4865430060 (TOYOTA),,2014-10-12 05:44:51.757706,2014-10-12 05:44:51.757706,,
7522,1022618,1022619,TAB322 (FEBEST),4867030260 (TOYOTA),,2014-10-12 05:44:52.847976,2014-10-12 05:44:52.847976,,
7523,1022620,1022621,TAB349 (FEBEST),4862030110 (TOYOTA),,2014-10-12 05:44:52.956935,2014-10-12 05:44:52.956935,,
7525,1022624,1022625,TAB454Z (FEBEST),4863039055 (TOYOTA),,2014-10-12 05:44:53.14823,2014-10-12 05:44:53.14823,,
7527,1022628,1022629,TAB472Z (FEBEST),4879030020 (TOYOTA),,2014-10-12 05:44:53.28729,2014-10-12 05:44:53.28729,,
7529,1022632,1022633,TAB474 (FEBEST),4874030070 (TOYOTA),,2014-10-12 05:44:53.44033,2014-10-12 05:44:53.44033,,
7530,1022634,1022635,TAB475 (FEBEST),9038914028 (TOYOTA),,2014-10-12 05:44:53.515292,2014-10-12 05:44:53.515292,,
7531,1022636,1022637,TAB476 (FEBEST),4872514070 (TOYOTA),,2014-10-12 05:44:53.59379,2014-10-12 05:44:53.59379,,
7532,1022638,1022639,TCB007 (FEBEST),3723030090 (TOYOTA),,2014-10-12 05:44:53.661016,2014-10-12 05:44:53.661016,,
7533,1022640,1022641,TCB011 (FEBEST),3723030170 (TOYOTA),,2014-10-12 05:44:53.727997,2014-10-12 05:44:53.727997,,
7534,1022642,1022643,TCB012 (FEBEST),3723030160 (TOYOTA),,2014-10-12 05:44:53.798766,2014-10-12 05:44:53.798766,,
7535,1022644,1022645,TDJZS147F (FEBEST),4833130120 (TOYOTA),,2014-10-12 05:44:53.882465,2014-10-12 05:44:53.882465,,
7536,1022646,1022647,TDJZS177F (FEBEST),4833130140 (TOYOTA),,2014-10-12 05:44:53.950451,2014-10-12 05:44:53.950451,,
7537,1022648,1022649,TDS160 (FEBEST),3751124010 (TOYOTA),,2014-10-12 05:44:54.020222,2014-10-12 05:44:54.020222,,
7538,1022650,1022651,TGB020 (FEBEST),4551622050 (TOYOTA),,2014-10-12 05:44:54.094384,2014-10-12 05:44:54.094384,,
7539,1022652,1022653,TGB021 (FEBEST),4551722080 (TOYOTA),,2014-10-12 05:44:54.167209,2014-10-12 05:44:54.167209,,
7540,1022654,1022655,TM116 (FEBEST),5220530140 (TOYOTA),,2014-10-12 05:44:54.240743,2014-10-12 05:44:54.240743,,
7541,1022656,1022657,TMGX93FR (FEBEST),1236046080 (TOYOTA),,2014-10-12 05:44:54.327328,2014-10-12 05:44:54.327328,,
7542,1022658,1022659,TSB740 (FEBEST),4881830080 (TOYOTA),,2014-10-12 05:44:54.393972,2014-10-12 05:44:54.393972,,
7543,1022660,1022661,TSB744 (FEBEST),4881530390 (TOYOTA),,2014-10-12 05:44:54.474631,2014-10-12 05:44:54.474631,,
7544,1022662,1022663,TSB753 (FEBEST),4881830070 (TOYOTA),,2014-10-12 05:44:54.540905,2014-10-12 05:44:54.540905,,
7545,1022664,1022665,TSB758 (FEBEST),4881530300 (TOYOTA),,2014-10-12 05:44:56.150918,2014-10-12 05:44:56.150918,,
7546,1022666,1022667,TSBGS130F (FEBEST),4867430070 (TOYOTA),,2014-10-12 05:44:56.225213,2014-10-12 05:44:56.225213,,
7547,1022668,1022669,TSBGS130R (FEBEST),4867430060 (TOYOTA),,2014-10-12 05:44:56.303184,2014-10-12 05:44:56.303184,,
7548,1022670,1022671,TSBJZS177F (FEBEST),4881530520 (TOYOTA),,2014-10-12 05:44:56.386439,2014-10-12 05:44:56.386439,,
7549,1022672,1022673,TSHB005 (FEBEST),4815722050 (TOYOTA),,2014-10-12 05:44:56.460949,2014-10-12 05:44:56.460949,,
7550,1022674,1022675,TSHBJZS177F (FEBEST),4815730040 (TOYOTA),,2014-10-12 05:44:56.526996,2014-10-12 05:44:56.526996,,
7551,1022676,1022677,TSS060 (FEBEST),4868022040 (TOYOTA),,2014-10-12 05:44:56.591142,2014-10-12 05:44:56.591142,,
7552,1022678,1022679,TSS061 (FEBEST),4868022060 (TOYOTA),,2014-10-12 05:44:56.657834,2014-10-12 05:44:56.657834,,
7553,1022680,1022681,TSS069 (FEBEST),4868030160 (TOYOTA),,2014-10-12 05:44:56.735681,2014-10-12 05:44:56.735681,,
7554,1022682,1022683,0101GSE22F (FEBEST),0446530410 (TOYOTA),,2014-10-12 05:44:56.817585,2014-10-12 05:44:56.817585,,
7555,1022684,1022685,0110GRX125 (FEBEST),4341030020 (TOYOTA),,2014-10-12 05:44:57.0005,2014-10-12 05:44:57.0005,,
7556,1022686,1022687,0111GRX125LH (FEBEST),4342030020 (TOYOTA),,2014-10-12 05:44:57.066392,2014-10-12 05:44:57.066392,,
7558,1022690,1022691,0115GRX125 (FEBEST),4342030021 (TOYOTA),,2014-10-12 05:44:57.200147,2014-10-12 05:44:57.200147,,
7560,1022694,1022695,0120GRX125LF (FEBEST),4333039635 (TOYOTA),,2014-10-12 05:44:57.344642,2014-10-12 05:44:57.344642,,
7562,1022698,1022699,0120XLR (FEBEST),4333039625 (TOYOTA),,2014-10-12 05:44:57.486279,2014-10-12 05:44:57.486279,,
7565,1022704,1022705,0122X4WD (FEBEST),4550330080 (TOYOTA),,2014-10-12 05:44:57.683016,2014-10-12 05:44:57.683016,,
7569,1022712,1022713,0125X1 (FEBEST),4871030220 (TOYOTA),,2014-10-12 05:44:59.229796,2014-10-12 05:44:59.229796,,
7570,1022714,1022715,0125X2LH (FEBEST),4870630070 (TOYOTA),,2014-10-12 05:44:59.30142,2014-10-12 05:44:59.30142,,
7571,1022716,1022717,0125X2RH (FEBEST),4870530100 (TOYOTA),,2014-10-12 05:44:59.367634,2014-10-12 05:44:59.367634,,
7573,1022720,1022721,0125X4 (FEBEST),4879030100 (TOYOTA),,2014-10-12 05:44:59.525909,2014-10-12 05:44:59.525909,,
7579,1022732,1022733,TAB233 (FEBEST),4863059065 (TOYOTA),,2014-10-12 05:44:59.901312,2014-10-12 05:44:59.901312,,
7580,1022734,1022735,TAB234 (FEBEST),4864053020 (TOYOTA),,2014-10-12 05:44:59.969525,2014-10-12 05:44:59.969525,,
7581,1022736,1022737,TAB235 (FEBEST),4807530050 (TOYOTA),,2014-10-12 05:45:00.037226,2014-10-12 05:45:00.037226,,
7582,1022738,1022739,TAB237 (FEBEST),4871053020 (TOYOTA),,2014-10-12 05:45:00.11008,2014-10-12 05:45:00.11008,,
7583,1022740,1022741,TAB238 (FEBEST),4230430090 (TOYOTA),,2014-10-12 05:45:00.223549,2014-10-12 05:45:00.223549,,
7584,1022742,1022743,TAB239 (FEBEST),4870653020 (TOYOTA),,2014-10-12 05:45:00.330283,2014-10-12 05:45:00.330283,,
7585,1022744,1022745,TAB240 (FEBEST),4877030090 (TOYOTA),,2014-10-12 05:45:00.402323,2014-10-12 05:45:00.402323,,
7586,1022746,1022747,TAB241 (FEBEST),4879053030 (TOYOTA),,2014-10-12 05:45:00.477145,2014-10-12 05:45:00.477145,,
7587,1022748,1022749,TAB244 (FEBEST),4230530090 (TOYOTA),,2014-10-12 05:45:00.551865,2014-10-12 05:45:00.551865,,
7588,1022750,1022741,TAB244RUB (FEBEST),4230430090 (TOYOTA),,2014-10-12 05:45:00.62549,2014-10-12 05:45:00.62549,,
7589,1022751,1022752,TAB244Z (FEBEST),4230530100 (TOYOTA),,2014-10-12 05:45:00.719125,2014-10-12 05:45:00.719125,,
7591,1022755,1022756,TAB494 (FEBEST),4864030300 (TOYOTA),,2014-10-12 05:45:01.937882,2014-10-12 05:45:01.937882,,
7592,1022757,1022756,TAB519 (FEBEST),4864030300 (TOYOTA),,2014-10-12 05:45:02.003683,2014-10-12 05:45:02.003683,,
7593,1022758,1022759,TAB520 (FEBEST),4165130140 (TOYOTA),,2014-10-12 05:45:02.069267,2014-10-12 05:45:02.069267,,
7594,1022760,1022761,TAB521 (FEBEST),4165130090 (TOYOTA),,2014-10-12 05:45:02.152305,2014-10-12 05:45:02.152305,,
7596,1022764,1022765,TCB021 (FEBEST),3723039055 (TOYOTA),,2014-10-12 05:45:02.302177,2014-10-12 05:45:02.302177,,
7597,1022766,1022767,TCBUSF40 (FEBEST),3710050060 (TOYOTA),,2014-10-12 05:45:02.361719,2014-10-12 05:45:02.361719,,
7598,1022768,1022769,TDS4GRFSE (FEBEST),1347031021 (TOYOTA),,2014-10-12 05:45:02.428819,2014-10-12 05:45:02.428819,,
7599,1022770,1022771,TM084 (FEBEST),1237131070 (TOYOTA),,2014-10-12 05:45:02.494963,2014-10-12 05:45:02.494963,,
7603,1022778,1022779,TSBXR (FEBEST),4881830180 (TOYOTA),,2014-10-12 05:45:02.785841,2014-10-12 05:45:02.785841,,
7604,1022780,1022781,TSHB003 (FEBEST),4815730250 (TOYOTA),,2014-10-12 05:45:02.84397,2014-10-12 05:45:02.84397,,
7605,1022782,1022783,TSS058 (FEBEST),4860930070 (TOYOTA),,2014-10-12 05:45:02.944016,2014-10-12 05:45:02.944016,,
7607,1022786,1022787,0124YRVR (FEBEST),4806897201 (TOYOTA),,2014-10-12 05:45:03.102691,2014-10-12 05:45:03.102691,,
7613,1022797,1022798,TABDUA (FEBEST),4865487203 (TOYOTA),,2014-10-12 05:45:03.545098,2014-10-12 05:45:03.545098,,
7615,1022801,1022802,TMDTFR (FEBEST),1230597210 (TOYOTA),,2014-10-12 05:45:04.704311,2014-10-12 05:45:04.704311,,
7616,1022803,1022804,TMDTLH (FEBEST),1237397402 (TOYOTA),,2014-10-12 05:45:04.786213,2014-10-12 05:45:04.786213,,
7617,1022805,1022806,TMDTRR (FEBEST),1230697210 (TOYOTA),,2014-10-12 05:45:04.853864,2014-10-12 05:45:04.853864,,
7620,1022811,1022812,TSHBYRV (FEBEST),4833187204 (TOYOTA),,2014-10-12 05:45:05.03682,2014-10-12 05:45:05.03682,,
7622,1022815,1022816,TAB432 (FEBEST),9038916013 (TOYOTA),,2014-10-12 05:45:05.170614,2014-10-12 05:45:05.170614,,
7623,1022817,1022818,TBJBDYNL (FEBEST),4334636010 (TOYOTA),,2014-10-12 05:45:05.323757,2014-10-12 05:45:05.323757,,
7624,1022819,1022820,TBJBDYNU (FEBEST),4806639045 (TOYOTA),,2014-10-12 05:45:05.403754,2014-10-12 05:45:05.403754,,
7625,1022821,1022822,TCB015 (FEBEST),3720735011 (TOYOTA),,2014-10-12 05:45:05.597944,2014-10-12 05:45:05.597944,,
7626,1022823,1022824,TSB779 (FEBEST),9038523002 (TOYOTA),,2014-10-12 05:45:05.680792,2014-10-12 05:45:05.680792,,
7627,1022825,1022826,TSB783 (FEBEST),9038518005 (TOYOTA),,2014-10-12 05:45:05.777813,2014-10-12 05:45:05.777813,,
7628,1022827,1022828,TSB785 (FEBEST),9038516011 (TOYOTA),,2014-10-12 05:45:05.848337,2014-10-12 05:45:05.848337,,
7631,1022833,1022834,0120BUL (FEBEST),4333039765 (TOYOTA),,2014-10-12 05:45:06.018551,2014-10-12 05:45:06.018551,,
7632,1022835,1022836,0120BUUP (FEBEST),4806739075 (TOYOTA),,2014-10-12 05:45:06.079558,2014-10-12 05:45:06.079558,,
7633,1022837,1022838,0121150 (FEBEST),4504629405 (TOYOTA),,2014-10-12 05:45:06.160386,2014-10-12 05:45:06.160386,,
7634,1022839,1022840,0122150 (FEBEST),4550329425 (TOYOTA),,2014-10-12 05:45:06.237655,2014-10-12 05:45:06.237655,,
7636,1022843,1022844,0124KDY281RH (FEBEST),4806629165 (TOYOTA),,2014-10-12 05:45:07.372703,2014-10-12 05:45:07.372703,,
7637,1022845,1022846,0135BU (FEBEST),4863237020 (TOYOTA),,2014-10-12 05:45:07.446536,2014-10-12 05:45:07.446536,,
7638,1022847,1022848,TAB347 (FEBEST),4806126060 (TOYOTA),,2014-10-12 05:45:07.504607,2014-10-12 05:45:07.504607,,
7639,1022849,1022850,TAB348 (FEBEST),4806125010 (TOYOTA),,2014-10-12 05:45:07.562155,2014-10-12 05:45:07.562155,,
7640,1022851,1022852,TSBKDY280F (FEBEST),4881525050 (TOYOTA),,2014-10-12 05:45:07.628864,2014-10-12 05:45:07.628864,,
7642,1022855,1022856,0111MHU38R (FEBEST),4236028010 (TOYOTA),,2014-10-12 05:45:07.777842,2014-10-12 05:45:07.777842,,
7643,1022857,1022858,0115MHU38R (FEBEST),4234028080 (TOYOTA),,2014-10-12 05:45:07.837886,2014-10-12 05:45:07.837886,,
7644,1022859,1022860,0122ACR30 (FEBEST),4550359075 (TOYOTA),,2014-10-12 05:45:07.946851,2014-10-12 05:45:07.946851,,
7645,1022861,1022862,0176MNH10R (FEBEST),4773128090 (TOYOTA),,2014-10-12 05:45:08.013257,2014-10-12 05:45:08.013257,,
7646,1022863,1022864,TAB226 (FEBEST),4872558010 (TOYOTA),,2014-10-12 05:45:08.062852,2014-10-12 05:45:08.062852,,
7647,1022865,1022866,TAB498 (FEBEST),4872528070 (TOYOTA),,2014-10-12 05:45:08.163792,2014-10-12 05:45:08.163792,,
7649,1022869,1022870,TMBANM15 (FEBEST),5239028040 (TOYOTA),,2014-10-12 05:45:08.336124,2014-10-12 05:45:08.336124,,
7650,1022871,1022872,TMBSXM15 (FEBEST),5238028030 (TOYOTA),,2014-10-12 05:45:08.396075,2014-10-12 05:45:08.396075,,
7651,1022873,1022874,TSBACR40F (FEBEST),488150T010 (TOYOTA),,2014-10-12 05:45:08.445599,2014-10-12 05:45:08.445599,,
7653,1022877,1022878,TSHBAURR (FEBEST),4875512100 (TOYOTA),,2014-10-12 05:45:08.546173,2014-10-12 05:45:08.546173,,
7654,1022879,1022880,TSS056 (FEBEST),4860928020 (TOYOTA),,2014-10-12 05:45:08.598358,2014-10-12 05:45:08.598358,,
7658,1022887,1022888,0122GRN280 (FEBEST),4550335070 (TOYOTA),,2014-10-12 05:45:09.106412,2014-10-12 05:45:09.106412,,
7659,1022889,1022890,0188GSJ10 (FEBEST),1660431030 (TOYOTA),,2014-10-12 05:45:09.181774,2014-10-12 05:45:09.181774,,
7660,1022891,1022892,TAB516 (FEBEST),4865460050 (TOYOTA),,2014-10-12 05:45:09.263088,2014-10-12 05:45:09.263088,,
7661,1022893,1022894,TAB517 (FEBEST),4806960050 (TOYOTA),,2014-10-12 05:45:09.321267,2014-10-12 05:45:09.321267,,
7663,1022897,1022898,TSBGRJ150F (FEBEST),4881560310 (TOYOTA),,2014-10-12 05:45:10.523868,2014-10-12 05:45:10.523868,,
7664,1022899,1022900,TSBGSJ15R (FEBEST),4881860030 (TOYOTA),,2014-10-12 05:45:10.60717,2014-10-12 05:45:10.60717,,
7665,1022901,1022902,0187KDN145 (FEBEST),1662030030 (TOYOTA),,2014-10-12 05:45:10.704548,2014-10-12 05:45:10.704548,,
7666,1022903,1022904,TAB373 (FEBEST),487400K030 (TOYOTA),,2014-10-12 05:45:10.780619,2014-10-12 05:45:10.780619,,
7667,1022905,1022906,TAB469 (FEBEST),487200K030 (TOYOTA),,2014-10-12 05:45:10.847798,2014-10-12 05:45:10.847798,,
7668,1022907,1022908,TAB470 (FEBEST),487100K030 (TOYOTA),,2014-10-12 05:45:10.897088,2014-10-12 05:45:10.897088,,
7669,1022909,1022906,TAB471 (FEBEST),487200K030 (TOYOTA),,2014-10-12 05:45:10.979042,2014-10-12 05:45:10.979042,,
7670,1022910,1022911,TSB050 (FEBEST),90385T0005 (TOYOTA),,2014-10-12 05:45:11.048814,2014-10-12 05:45:11.048814,,
7671,1022912,1022913,0182IPS10R (FEBEST),4245044010 (TOYOTA),,2014-10-12 05:45:11.128561,2014-10-12 05:45:11.128561,,
7672,1022914,1022915,TAB049 (FEBEST),4806944010 (TOYOTA),,2014-10-12 05:45:11.180558,2014-10-12 05:45:11.180558,,
7676,1022922,1022923,TEXB019 (FEBEST),1757174450 (TOYOTA),,2014-10-12 05:45:11.380451,2014-10-12 05:45:11.380451,,
7677,1022924,1022925,TMIPS10R (FEBEST),1236274480 (TOYOTA),,2014-10-12 05:45:11.438857,2014-10-12 05:45:11.438857,,
7680,1022930,1022931,0110014 (FEBEST),4346029595 (TOYOTA),,2014-10-12 05:45:11.696339,2014-10-12 05:45:11.696339,,
7681,1022932,1022933,0115KLH18 (FEBEST),0443725011 (TOYOTA),,2014-10-12 05:45:11.77285,2014-10-12 05:45:11.77285,,
7682,1022934,1022935,0123KCH10FL (FEBEST),4881026020 (TOYOTA),,2014-10-12 05:45:11.832605,2014-10-12 05:45:11.832605,,
7683,1022936,1022937,0123KCH10FR (FEBEST),4882026020 (TOYOTA),,2014-10-12 05:45:11.906579,2014-10-12 05:45:11.906579,,
7684,1022938,1022939,0123KCH10R (FEBEST),4883026030 (TOYOTA),,2014-10-12 05:45:13.0249,2014-10-12 05:45:13.0249,,
7685,1022940,1022941,0131006 (FEBEST),4845226010 (TOYOTA),,2014-10-12 05:45:13.117961,2014-10-12 05:45:13.117961,,
7688,1022946,1022947,TAB001 (FEBEST),4420326251 (TOYOTA),,2014-10-12 05:45:13.307983,2014-10-12 05:45:13.307983,,
7689,1022948,1022949,TABKCH10RL (FEBEST),4872526020 (TOYOTA),,2014-10-12 05:45:13.374813,2014-10-12 05:45:13.374813,,
7690,1022950,1022951,TABKCH10RR (FEBEST),4872526090 (TOYOTA),,2014-10-12 05:45:13.431448,2014-10-12 05:45:13.431448,,
7691,1022952,1022953,TABKLH12DM (FEBEST),4165126040 (TOYOTA),,2014-10-12 05:45:13.498132,2014-10-12 05:45:13.498132,,
