id,from_spare_info_id,to_spare_info_id,from_cached_spare_info,to_cached_spare_info,wrong,created_at,updated_at,notes,notes_invisible
2243,1012126,1012127,3020001 (FEBEST),8980058260 (ISUZU),,2014-10-12 04:29:56.527392,2014-10-12 04:29:56.527392,,
2244,1012128,1012129,ISAB001 (FEBEST),8970181661 (ISUZU),,2014-10-12 04:29:57.60902,2014-10-12 04:29:57.60902,,
2245,1012130,1012131,ISAB002 (FEBEST),8980058390 (ISUZU),,2014-10-12 04:29:58.060838,2014-10-12 04:29:58.060838,,
2246,1012132,1012133,ISAB003 (FEBEST),8970181650 (ISUZU),,2014-10-12 04:29:58.383994,2014-10-12 04:29:58.383994,,
2247,1012134,1012135,ISAB004 (FEBEST),8943751050 (ISUZU),,2014-10-12 04:29:58.550941,2014-10-12 04:29:58.550941,,
2249,1012138,1012139,ISAB012 (FEBEST),8970814080 (ISUZU),,2014-10-12 04:29:59.025568,2014-10-12 04:29:59.025568,,
2250,1012140,1012141,ISM001 (FEBEST),8970391892 (ISUZU),,2014-10-12 04:29:59.396,2014-10-12 04:29:59.396,,
2251,1012142,1012143,ISM002 (FEBEST),8970391966 (ISUZU),,2014-10-12 04:29:59.545958,2014-10-12 04:29:59.545958,,
2252,1012144,1012145,ISSBTRR (FEBEST),8970483180 (ISUZU),,2014-10-12 04:29:59.727982,2014-10-12 04:29:59.727982,,
2253,1012146,1012147,0621ELF (FEBEST),8971073460 (ISUZU),,2014-10-12 04:30:00.144836,2014-10-12 04:30:00.144836,,
2384,1012405,1012406,KSSPIC (FEBEST),5461107000 (KIA),,2014-10-12 04:30:46.386838,2014-10-12 04:30:46.386838,,
2391,1012419,1012420,KAB020 (FEBEST),54540FD000 (KIA),,2014-10-12 04:30:49.634413,2014-10-12 04:30:49.634413,,
2411,1012458,1012459,KSBSPA (FEBEST),0K2NA34156 (KIA),,2014-10-12 04:30:58.423407,2014-10-12 04:30:58.423407,,
2421,1012478,1012479,2223SORFLH (FEBEST),548113E110 (KIA),,2014-10-12 04:31:02.016007,2014-10-12 04:31:02.016007,,
2422,1012480,1012481,2223SORFRH (FEBEST),548113E160 (KIA),,2014-10-12 04:31:02.316421,2014-10-12 04:31:02.316421,,
2474,1012584,1012585,2282SPAR (FEBEST),0K20226150 (KIA),,2014-10-12 04:31:20.966151,2014-10-12 04:31:20.966151,,
2483,1012602,1012603,KSSSPA (FEBEST),0K2NA34380 (KIA),,2014-10-12 04:31:24.43227,2014-10-12 04:31:24.43227,,
2615,1012863,1012864,0188URS206 (FEBEST),1660438020 (LEXUS),,2014-10-12 04:32:10.742698,2014-10-12 04:32:10.742698,,
2616,1012865,1012866,TAB534Z (FEBEST),4883060040 (LEXUS),,2014-10-12 04:32:10.917753,2014-10-12 04:32:10.917753,,
2617,1012867,1012868,TAB535Z (FEBEST),4880560130 (LEXUS),,2014-10-12 04:32:11.187005,2014-10-12 04:32:11.187005,,
2618,1012869,1012870,TSBUZJ120R (FEBEST),4881860010 (LEXUS),,2014-10-12 04:32:11.528122,2014-10-12 04:32:11.528122,,
2619,1012871,1012872,TMJCE10RR (FEBEST),1237146160 (LEXUS),,2014-10-12 04:32:11.701508,2014-10-12 04:32:11.701508,,
2620,1012873,1012874,TSBGRS190F (FEBEST),4881530571 (LEXUS),,2014-10-12 04:32:12.118744,2014-10-12 04:32:12.118744,,
2621,1012875,1012876,TSBGRX130R (FEBEST),4881830210 (LEXUS),,2014-10-12 04:32:12.718622,2014-10-12 04:32:12.718622,,
2622,1012877,1012878,TAB003RUB (FEBEST),4861059015 (LEXUS),,2014-10-12 04:32:13.719038,2014-10-12 04:32:13.719038,,
2623,1012879,1012880,TAB003Z (FEBEST),4863059015 (LEXUS),,2014-10-12 04:32:13.929433,2014-10-12 04:32:13.929433,,
2625,1012883,1012884,TAB173 (FEBEST),4806950020 (LEXUS),,2014-10-12 04:32:14.881199,2014-10-12 04:32:14.881199,,
2626,1012885,1012886,TAB174 (FEBEST),4878050021 (LEXUS),,2014-10-12 04:32:15.039437,2014-10-12 04:32:15.039437,,
2628,1012889,1012890,TAB176RUB (FEBEST),4877059015 (LEXUS),,2014-10-12 04:32:15.589996,2014-10-12 04:32:15.589996,,
2630,1012893,1012894,TAB336 (FEBEST),4165150100 (LEXUS),,2014-10-12 04:32:16.273914,2014-10-12 04:32:16.273914,,
2631,1012895,1012896,TCB010 (FEBEST),3723050030 (LEXUS),,2014-10-12 04:32:16.55784,2014-10-12 04:32:16.55784,,
2633,1012899,1012900,TSS047 (FEBEST),4868050090 (LEXUS),,2014-10-12 04:32:18.10052,2014-10-12 04:32:18.10052,,
2634,1012901,1012902,TSS048 (FEBEST),4875550080 (LEXUS),,2014-10-12 04:32:18.289323,2014-10-12 04:32:18.289323,,
2635,1012903,1012904,TSS050 (FEBEST),4875550060 (LEXUS),,2014-10-12 04:32:18.594639,2014-10-12 04:32:18.594639,,
2636,1012905,1012906,0122UCF30 (FEBEST),4550359065 (LEXUS),,2014-10-12 04:32:18.787418,2014-10-12 04:32:18.787418,,
2637,1012907,1012908,0123UCF30 (FEBEST),4882050020 (LEXUS),,2014-10-12 04:32:18.978646,2014-10-12 04:32:18.978646,,
2639,1012911,1012912,TSBUCF30R (FEBEST),4881850020 (LEXUS),,2014-10-12 04:32:19.585261,2014-10-12 04:32:19.585261,,
2640,1012913,1012914,TBJBUSF40 (FEBEST),4862059015 (LEXUS),,2014-10-12 04:32:20.534234,2014-10-12 04:32:20.534234,,
2642,1012917,1012918,0125USF40F1 (FEBEST),4861059125 (LEXUS),,2014-10-12 04:32:21.806774,2014-10-12 04:32:21.806774,,
2644,1012921,1012922,0125USF40F3 (FEBEST),4861059135 (LEXUS),,2014-10-12 04:32:22.573416,2014-10-12 04:32:22.573416,,
2645,1012923,1012924,0125USF40F4 (FEBEST),4863059135 (LEXUS),,2014-10-12 04:32:22.720371,2014-10-12 04:32:22.720371,,
2646,1012925,1012926,0125USF40R1 (FEBEST),4870550030 (LEXUS),,2014-10-12 04:32:23.053977,2014-10-12 04:32:23.053977,,
2647,1012927,1012928,0125USF40R2 (FEBEST),4870650020 (LEXUS),,2014-10-12 04:32:23.192829,2014-10-12 04:32:23.192829,,
2650,1012933,1012934,ASTUSF40 (FEBEST),3710050060 (LEXUS),,2014-10-12 04:32:24.024529,2014-10-12 04:32:24.024529,,
2653,1012939,1012940,TAB484 (FEBEST),4864059015 (LEXUS),,2014-10-12 04:32:26.191408,2014-10-12 04:32:26.191408,,
2662,1012957,1012958,0125GGL15R (FEBEST),4877048010 (LEXUS),,2014-10-12 04:32:28.683802,2014-10-12 04:32:28.683802,,
2666,1012965,1012966,TAB372 (FEBEST),5238048070 (LEXUS),,2014-10-12 04:32:30.251251,2014-10-12 04:32:30.251251,,
2670,1012973,1012974,TMGGL15DM (FEBEST),4165148100 (LEXUS),,2014-10-12 04:32:31.418003,2014-10-12 04:32:31.418003,,
2672,1012977,1012978,ASTRX300 (FEBEST),4520248020 (LEXUS),,2014-10-12 04:32:31.925126,2014-10-12 04:32:31.925126,,
2673,1012979,1012980,TSB762 (FEBEST),4881820290 (LEXUS),,2014-10-12 04:32:32.07663,2014-10-12 04:32:32.07663,,
2674,1012981,1012982,ASTRX330 (FEBEST),452020E010 (LEXUS),,2014-10-12 04:32:33.474997,2014-10-12 04:32:33.474997,,
2675,1012983,1012984,0511M2ATLH (FEBEST),FA8225600B (MAZDA),,2014-10-12 04:32:33.967599,2014-10-12 04:32:33.967599,,
2678,1012989,1012990,0521DELH (FEBEST),D65132290 (MAZDA),,2014-10-12 04:32:34.925885,2014-10-12 04:32:34.925885,,
2679,1012991,1012992,0521DERH (FEBEST),D65132280 (MAZDA),,2014-10-12 04:32:35.092619,2014-10-12 04:32:35.092619,,
2680,1012993,1012994,0522DE (FEBEST),D65132240 (MAZDA),,2014-10-12 04:32:35.469408,2014-10-12 04:32:35.469408,,
2683,1012999,1013000,0524DEFR (FEBEST),D65134300D (MAZDA),,2014-10-12 04:32:37.061155,2014-10-12 04:32:37.061155,,
2684,1013001,1013002,0582DEMR (FEBEST),D6512615XE (MAZDA),,2014-10-12 04:32:37.470647,2014-10-12 04:32:37.470647,,
2685,1013003,1013004,0587DE (FEBEST),ZJ3815980B (MAZDA),,2014-10-12 04:32:37.979061,2014-10-12 04:32:37.979061,,
2686,1013005,1013006,DAC39720037M (FEBEST),D65133047B (MAZDA),,2014-10-12 04:32:38.170958,2014-10-12 04:32:38.170958,,
2689,1013011,1013012,MZABDER (FEBEST),D65128460 (MAZDA),,2014-10-12 04:32:38.904597,2014-10-12 04:32:38.904597,,
2691,1013014,1013015,MZBDE (FEBEST),D6513438XA (MAZDA),,2014-10-12 04:32:39.55455,2014-10-12 04:32:39.55455,,
2692,1013016,1013017,MZBDY3 (FEBEST),D3503438XC (MAZDA),,2014-10-12 04:32:39.87265,2014-10-12 04:32:39.87265,,
2693,1013018,1013019,MZDDE (FEBEST),D65134111A (MAZDA),,2014-10-12 04:32:40.539883,2014-10-12 04:32:40.539883,,
2695,1013022,1013023,MZMDEALH (FEBEST),D65239070B (MAZDA),,2014-10-12 04:32:41.838389,2014-10-12 04:32:41.838389,,
2696,1013024,1013025,MZMDEARR (FEBEST),D65239040 (MAZDA),,2014-10-12 04:32:42.022431,2014-10-12 04:32:42.022431,,
2697,1013026,1013027,MZMDEMLH (FEBEST),D65139070A (MAZDA),,2014-10-12 04:32:42.246663,2014-10-12 04:32:42.246663,,
2698,1013028,1013029,MZMDEMRR (FEBEST),D6513904XD (MAZDA),,2014-10-12 04:32:42.396651,2014-10-12 04:32:42.396651,,
2699,1013030,1013031,MZSBDEF (FEBEST),DF7134156 (MAZDA),,2014-10-12 04:32:42.514941,2014-10-12 04:32:42.514941,,
2700,1013032,1013033,MZSBM2F (FEBEST),D65134156 (MAZDA),,2014-10-12 04:32:42.898938,2014-10-12 04:32:42.898938,,
2701,1013034,1013035,MZSHBDEF (FEBEST),D65134012 (MAZDA),,2014-10-12 04:32:43.566761,2014-10-12 04:32:43.566761,,
2702,1013036,1013037,MZSSDEF (FEBEST),D65134380 (MAZDA),,2014-10-12 04:32:43.698687,2014-10-12 04:32:43.698687,,
2703,1013038,1013039,0501CRF (FEBEST),BPYK3323ZA9C (MAZDA),,2014-10-12 04:32:44.437833,2014-10-12 04:32:44.437833,,
2704,1013040,1013041,0510040 (FEBEST),GR252560XB (MAZDA),,2014-10-12 04:32:44.884245,2014-10-12 04:32:44.884245,,
2705,1013042,1013043,0510042 (FEBEST),FG0225600F (MAZDA),,2014-10-12 04:32:45.248898,2014-10-12 04:32:45.248898,,
2706,1013044,1013045,0510043 (FEBEST),GR282560X (MAZDA),,2014-10-12 04:32:45.389881,2014-10-12 04:32:45.389881,,
2707,1013046,1013047,0510049 (FEBEST),GG4425500D (MAZDA),,2014-10-12 04:32:45.682051,2014-10-12 04:32:45.682051,,
2708,1013048,1013049,0510050 (FEBEST),GG4625600B (MAZDA),,2014-10-12 04:32:45.865746,2014-10-12 04:32:45.865746,,
2709,1013050,1013051,0510MZ5 (FEBEST),GG3425600G (MAZDA),,2014-10-12 04:32:46.198488,2014-10-12 04:32:46.198488,,
2710,1013052,1013053,0511BL16MTLH (FEBEST),FG3122620 (MAZDA),,2014-10-12 04:32:46.339148,2014-10-12 04:32:46.339148,,
2711,1013054,1013055,0511BL23MTRH (FEBEST),GG4625500C (MAZDA),,2014-10-12 04:32:46.4567,2014-10-12 04:32:46.4567,,
2712,1013056,1013057,0511M316ATLH (FEBEST),FG0222620 (MAZDA),,2014-10-12 04:32:46.83261,2014-10-12 04:32:46.83261,,
2713,1013058,1013059,0511M316ATRH (FEBEST),FG0222520 (MAZDA),,2014-10-12 04:32:47.132283,2014-10-12 04:32:47.132283,,
2714,1013060,1013061,0511M316MTLH (FEBEST),FG0122620 (MAZDA),,2014-10-12 04:32:48.233187,2014-10-12 04:32:48.233187,,
2715,1013062,1013063,0511M316MTRH (FEBEST),FG0122520 (MAZDA),,2014-10-12 04:32:48.791744,2014-10-12 04:32:48.791744,,
2716,1013064,1013065,0511M320ATLH (FEBEST),GG2522620 (MAZDA),,2014-10-12 04:32:48.984852,2014-10-12 04:32:48.984852,,
2717,1013066,1013067,0511M320ATRH (FEBEST),GG2522520 (MAZDA),,2014-10-12 04:32:49.316687,2014-10-12 04:32:49.316687,,
2718,1013068,1013069,0511M320MTLH (FEBEST),GG2822620 (MAZDA),,2014-10-12 04:32:49.45233,2014-10-12 04:32:49.45233,,
2719,1013070,1013071,0511M320MTRH (FEBEST),GG2825500 (MAZDA),,2014-10-12 04:32:49.983521,2014-10-12 04:32:49.983521,,
2720,1013072,1013073,0511MZ5ATLH (FEBEST),GG2722620 (MAZDA),,2014-10-12 04:32:50.167669,2014-10-12 04:32:50.167669,,
2721,1013074,1013075,0511MZ5ATRH (FEBEST),GG3222520 (MAZDA),,2014-10-12 04:32:50.575554,2014-10-12 04:32:50.575554,,
2722,1013076,1013077,0512M316AT (FEBEST),FG0225700A (MAZDA),,2014-10-12 04:32:50.875814,2014-10-12 04:32:50.875814,,
2723,1013078,1013079,0512M316MT (FEBEST),FG0325700B (MAZDA),,2014-10-12 04:32:51.034745,2014-10-12 04:32:51.034745,,
2724,1013080,1013081,0515BK23LHT (FEBEST),GG4625600A (MAZDA),,2014-10-12 04:32:52.112489,2014-10-12 04:32:52.112489,,
2725,1013082,1013083,0515BL (FEBEST),FG0522520A (MAZDA),,2014-10-12 04:32:52.275253,2014-10-12 04:32:52.275253,,
2726,1013084,1013085,0515BL23MT (FEBEST),GG6422620 (MAZDA),,2014-10-12 04:32:52.460968,2014-10-12 04:32:52.460968,,
2732,1013096,1013097,0523MZ3R (FEBEST),BP4K28170E (MAZDA),,2014-10-12 04:32:56.81778,2014-10-12 04:32:56.81778,,
2733,1013098,1013099,0524BLLH (FEBEST),BBM234350 (MAZDA),,2014-10-12 04:32:57.175937,2014-10-12 04:32:57.175937,,
2734,1013100,1013101,0524BLRH (FEBEST),B39D34300A (MAZDA),,2014-10-12 04:32:57.320237,2014-10-12 04:32:57.320237,,
2736,1013104,1013105,0524MZ3R (FEBEST),BBP328300B (MAZDA),,2014-10-12 04:32:57.892859,2014-10-12 04:32:57.892859,,
2739,1013110,1013111,0530001 (FEBEST),BP4K28473 (MAZDA),,2014-10-12 04:32:58.92638,2014-10-12 04:32:58.92638,,
2740,1013112,1013113,0574MZ3 (FEBEST),EFY133302 (MAZDA),,2014-10-12 04:32:59.080358,2014-10-12 04:32:59.080358,,
2745,1013122,1013123,0580MZ3 (FEBEST),D65141920B (MAZDA),,2014-10-12 04:33:01.606634,2014-10-12 04:33:01.606634,,
2746,1013124,1013125,0580MZ320 (FEBEST),BP4S41920D (MAZDA),,2014-10-12 04:33:01.764182,2014-10-12 04:33:01.764182,,
2748,1013128,1013129,05823R (FEBEST),BP4K2615XB (MAZDA),,2014-10-12 04:33:02.373317,2014-10-12 04:33:02.373317,,
2751,1013134,1013135,0587BK (FEBEST),L37215980C (MAZDA),,2014-10-12 04:33:03.407102,2014-10-12 04:33:03.407102,,
2752,1013136,1013137,0587DY (FEBEST),Y40112770B (MAZDA),,2014-10-12 04:33:03.57401,2014-10-12 04:33:03.57401,,
2753,1013138,1013139,0587GG (FEBEST),LF1715980D (MAZDA),,2014-10-12 04:33:04.317192,2014-10-12 04:33:04.317192,,
2754,1013140,1013141,0587LW23 (FEBEST),LF1715980E (MAZDA),,2014-10-12 04:33:05.611952,2014-10-12 04:33:05.611952,,
2757,1013146,1013147,0588BL (FEBEST),ZY5115980B (MAZDA),,2014-10-12 04:33:06.430434,2014-10-12 04:33:06.430434,,
2758,1013148,1013149,0588DE (FEBEST),Y40112730 (MAZDA),,2014-10-12 04:33:06.579519,2014-10-12 04:33:06.579519,,
2761,1013154,1013155,2187CAK (FEBEST),LF5015980C (MAZDA),,2014-10-12 04:33:07.304556,2014-10-12 04:33:07.304556,,
2762,1013156,1013157,2187FOCII (FEBEST),Y60215980 (MAZDA),,2014-10-12 04:33:07.58696,2014-10-12 04:33:07.58696,,
2763,1013158,1013159,95GDY44560609X (FEBEST),FG0525700E (MAZDA),,2014-10-12 04:33:07.839412,2014-10-12 04:33:07.839412,,
2764,1013160,1013161,95HBY35560915C (FEBEST),MA0227238 (MAZDA),,2014-10-12 04:33:08.921485,2014-10-12 04:33:08.921485,,
2769,1013170,1013171,FDABCB4S (FEBEST),B39D34350A (MAZDA),,2014-10-12 04:33:10.510815,2014-10-12 04:33:10.510815,,
2774,1013180,1013181,MZAB062 (FEBEST),BP4K28250F (MAZDA),,2014-10-12 04:33:11.963438,2014-10-12 04:33:11.963438,,
2777,1013186,1013187,MZAB065 (FEBEST),C29128300 (MAZDA),,2014-10-12 04:33:13.870143,2014-10-12 04:33:13.870143,,
2780,1013192,1013193,MZAB068 (FEBEST),BP4L32123 (MAZDA),,2014-10-12 04:33:14.672011,2014-10-12 04:33:14.672011,,
2781,1013194,1013195,MZAB123 (FEBEST),BP4K39010D (MAZDA),,2014-10-12 04:33:15.020664,2014-10-12 04:33:15.020664,,
2791,1013214,1013215,MZBMZ3 (FEBEST),C2733438XA (MAZDA),,2014-10-12 04:33:18.821617,2014-10-12 04:33:18.821617,,
2795,1013222,1013223,MZD003 (FEBEST),BP4K281B0A (MAZDA),,2014-10-12 04:33:20.073503,2014-10-12 04:33:20.073503,,
2796,1013224,1013225,MZDBLF (FEBEST),BBM234111 (MAZDA),,2014-10-12 04:33:21.157576,2014-10-12 04:33:21.157576,,
2797,1013226,1013227,MZDMZ323F (FEBEST),BR5G34111A (MAZDA),,2014-10-12 04:33:21.740344,2014-10-12 04:33:21.740344,,
2800,1013232,1013233,MZM3RH (FEBEST),BP4K39060D (MAZDA),,2014-10-12 04:33:22.440859,2014-10-12 04:33:22.440859,,
2802,1013236,1013237,MZM3RR2 (FEBEST),BP4N39010D (MAZDA),,2014-10-12 04:33:23.024007,2014-10-12 04:33:23.024007,,
2803,1013238,1013239,MZM5RH (FEBEST),BP4S39060E (MAZDA),,2014-10-12 04:33:23.234525,2014-10-12 04:33:23.234525,,
2804,1013240,1013241,MZMGHATR (FEBEST),GS1G3904XC (MAZDA),,2014-10-12 04:33:23.35793,2014-10-12 04:33:23.35793,,
2805,1013242,1013243,MZRKBMZ3 (FEBEST),BBM43212X (MAZDA),,2014-10-12 04:33:23.683718,2014-10-12 04:33:23.683718,,
2807,1013246,1013247,MZSBMZ3F (FEBEST),BP4K34156A (MAZDA),,2014-10-12 04:33:25.385608,2014-10-12 04:33:25.385608,,
2809,1013250,1013251,MZSBMZ5F (FEBEST),CC2934156 (MAZDA),,2014-10-12 04:33:26.058474,2014-10-12 04:33:26.058474,,
2813,1013258,1013259,MZSSMZ3F (FEBEST),BP4L34380 (MAZDA),,2014-10-12 04:33:27.368456,2014-10-12 04:33:27.368456,,
2815,1013262,1013263,0501BJF (FEBEST),B2YD3323Z (MAZDA),,2014-10-12 04:33:27.966901,2014-10-12 04:33:27.966901,,
2818,1013268,1013269,0510009 (FEBEST),FZ2425400A (MAZDA),,2014-10-12 04:33:29.449789,2014-10-12 04:33:29.449789,,
2819,1013270,1013271,0510009A44 (FEBEST),F02425600D (MAZDA),,2014-10-12 04:33:29.585249,2014-10-12 04:33:29.585249,,
2822,1013276,1013277,0510034A44 (FEBEST),FA602560X (MAZDA),,2014-10-12 04:33:30.486562,2014-10-12 04:33:30.486562,,
2823,1013278,1013279,0510045A44 (FEBEST),FF072560X (MAZDA),,2014-10-12 04:33:30.668311,2014-10-12 04:33:30.668311,,
2824,1013280,1013281,0510323BJ (FEBEST),FA5822510 (MAZDA),,2014-10-12 04:33:30.893883,2014-10-12 04:33:30.893883,,
2825,1013282,1013283,0511323FLH (FEBEST),F01325600A (MAZDA),,2014-10-12 04:33:31.185345,2014-10-12 04:33:31.185345,,
2826,1013284,1013285,0511CPLH (FEBEST),FD5122620 (MAZDA),,2014-10-12 04:33:31.301887,2014-10-12 04:33:31.301887,,
2827,1013286,1013287,0511CPRH (FEBEST),FA8125500A (MAZDA),,2014-10-12 04:33:31.478432,2014-10-12 04:33:31.478432,,
2828,1013288,1013289,0512CP (FEBEST),GA1525700B (MAZDA),,2014-10-12 04:33:31.910411,2014-10-12 04:33:31.910411,,
2830,1013292,1013293,0521211 (FEBEST),GA2A32280A (MAZDA),,2014-10-12 04:33:32.577242,2014-10-12 04:33:32.577242,,
2832,1013296,1013297,0523PCF (FEBEST),B26R34170 (MAZDA),,2014-10-12 04:33:33.078112,2014-10-12 04:33:33.078112,,
2833,1013298,1013299,0523PCR (FEBEST),B26R28170 (MAZDA),,2014-10-12 04:33:34.161949,2014-10-12 04:33:34.161949,,
2834,1013300,1013301,0523PCR00 (FEBEST),B30H28170 (MAZDA),,2014-10-12 04:33:34.61155,2014-10-12 04:33:34.61155,,
2835,1013302,1013303,0525323L (FEBEST),B30J28250A (MAZDA),,2014-10-12 04:33:34.970567,2014-10-12 04:33:34.970567,,
2836,1013304,1013305,0525323R (FEBEST),B30J28200A (MAZDA),,2014-10-12 04:33:35.120261,2014-10-12 04:33:35.120261,,
2837,1013306,1013307,0525323RF (FEBEST),BJ3D28600A (MAZDA),,2014-10-12 04:33:35.447515,2014-10-12 04:33:35.447515,,
2838,1013308,1013309,0525323RR (FEBEST),B30K28620A (MAZDA),,2014-10-12 04:33:35.61373,2014-10-12 04:33:35.61373,,
2839,1013310,1013311,0525GFR2 (FEBEST),GE4T2860X (MAZDA),,2014-10-12 04:33:35.822796,2014-10-12 04:33:35.822796,,
2841,1013314,1013315,0525GFRR (FEBEST),GE4T28200C (MAZDA),,2014-10-12 04:33:36.596951,2014-10-12 04:33:36.596951,,
2842,1013316,1013317,0574323 (FEBEST),BW0H26998A (MAZDA),,2014-10-12 04:33:36.737753,2014-10-12 04:33:36.737753,,
2843,1013318,1013319,0575GER (FEBEST),GAYE2646ZA (MAZDA),,2014-10-12 04:33:36.913189,2014-10-12 04:33:36.913189,,
2844,1013320,1013321,0575GFF (FEBEST),GAYR3326Z (MAZDA),,2014-10-12 04:33:37.795464,2014-10-12 04:33:37.795464,,
2845,1013322,1013323,0575GFR (FEBEST),GEYC2646ZA (MAZDA),,2014-10-12 04:33:37.995365,2014-10-12 04:33:37.995365,,
2847,1013326,1013327,0576GFR (FEBEST),GE7C2671XB (MAZDA),,2014-10-12 04:33:38.798106,2014-10-12 04:33:38.798106,,
2849,1013330,1013331,0577GFFR (FEBEST),GA5R3361XA (MAZDA),,2014-10-12 04:33:39.27276,2014-10-12 04:33:39.27276,,
2850,1013332,1013333,0577GFRL (FEBEST),GE7C2671X (MAZDA),,2014-10-12 04:33:39.690425,2014-10-12 04:33:39.690425,,
2851,1013334,1013335,0577GFRR (FEBEST),GE7C2661X (MAZDA),,2014-10-12 04:33:40.612692,2014-10-12 04:33:40.612692,,
2852,1013336,1013337,0582BJA44R (FEBEST),B6032615XA (MAZDA),,2014-10-12 04:33:40.971715,2014-10-12 04:33:40.971715,,
2853,1013338,1013339,0582BJR (FEBEST),B4552615XB (MAZDA),,2014-10-12 04:33:42.163413,2014-10-12 04:33:42.163413,,
2857,1013346,1013347,95GCY40540808X (FEBEST),B00126154A (MAZDA),,2014-10-12 04:33:43.133131,2014-10-12 04:33:43.133131,,
2859,1013350,1013351,MZAB009 (FEBEST),BC1D34470 (MAZDA),,2014-10-12 04:33:44.131006,2014-10-12 04:33:44.131006,,
2860,1013352,1013353,MZAB010 (FEBEST),BC1F3446Y (MAZDA),,2014-10-12 04:33:44.597104,2014-10-12 04:33:44.597104,,
2861,1013354,1013355,MZAB055 (FEBEST),C14534460 (MAZDA),,2014-10-12 04:33:44.880755,2014-10-12 04:33:44.880755,,
2862,1013356,1013357,MZAB056 (FEBEST),C10034470A (MAZDA),,2014-10-12 04:33:45.250634,2014-10-12 04:33:45.250634,,
2863,1013358,1013359,MZAB069 (FEBEST),DF9532960A (MAZDA),,2014-10-12 04:33:45.711226,2014-10-12 04:33:45.711226,,
2864,1013360,1013361,MZAB073 (FEBEST),BTAA3446Y (MAZDA),,2014-10-12 04:33:46.165775,2014-10-12 04:33:46.165775,,
2865,1013362,1013363,MZAB074 (FEBEST),B45934470 (MAZDA),,2014-10-12 04:33:46.339313,2014-10-12 04:33:46.339313,,
2867,1013366,1013367,MZAB077 (FEBEST),B45528200A (MAZDA),,2014-10-12 04:33:46.890704,2014-10-12 04:33:46.890704,,
2868,1013368,1013369,MZAB078 (FEBEST),B45528600 (MAZDA),,2014-10-12 04:33:47.073635,2014-10-12 04:33:47.073635,,
2869,1013370,1013371,MZAB079 (FEBEST),BR7028620 (MAZDA),,2014-10-12 04:33:47.249197,2014-10-12 04:33:47.249197,,
2870,1013372,1013373,MZAB080 (FEBEST),BR7028630 (MAZDA),,2014-10-12 04:33:47.561232,2014-10-12 04:33:47.561232,,
2871,1013374,1013375,MZAB101 (FEBEST),BC1D3446Y (MAZDA),,2014-10-12 04:33:47.901343,2014-10-12 04:33:47.901343,,
2872,1013376,1013377,MZAB115 (FEBEST),BL8D28250B (MAZDA),,2014-10-12 04:33:48.076452,2014-10-12 04:33:48.076452,,
2873,1013378,1013377,MZAB116 (FEBEST),BL8D28250B (MAZDA),,2014-10-12 04:33:48.21989,2014-10-12 04:33:48.21989,,
2874,1013379,1013380,MZAH323 (FEBEST),ZL0113220 (MAZDA),,2014-10-12 04:33:49.448617,2014-10-12 04:33:49.448617,,
2875,1013381,1013382,MZAHPRM (FEBEST),FP4713220A (MAZDA),,2014-10-12 04:33:49.906724,2014-10-12 04:33:49.906724,,
2876,1013383,1013384,MZB003 (FEBEST),B25D3438X (MAZDA),,2014-10-12 04:33:50.149066,2014-10-12 04:33:50.149066,,
2877,1013385,1013386,MZB004 (FEBEST),M0013438XA (MAZDA),,2014-10-12 04:33:50.41691,2014-10-12 04:33:50.41691,,
2879,1013389,1013390,MZD323F (FEBEST),C10034111A (MAZDA),,2014-10-12 04:33:50.860102,2014-10-12 04:33:50.860102,,
2880,1013391,1013392,MZD323R (FEBEST),B25D28111 (MAZDA),,2014-10-12 04:33:51.212458,2014-10-12 04:33:51.212458,,
2881,1013393,1013394,MZDFRN (FEBEST),B01C34111 (MAZDA),,2014-10-12 04:33:51.556717,2014-10-12 04:33:51.556717,,
2882,1013395,1013396,MZEXB01 (FEBEST),KL0140061B (MAZDA),,2014-10-12 04:33:51.724297,2014-10-12 04:33:51.724297,,
2883,1013397,1013398,MZGB003 (FEBEST),B45532124 (MAZDA),,2014-10-12 04:33:51.916302,2014-10-12 04:33:51.916302,,
2884,1013399,1013400,MZGB004 (FEBEST),B45532123 (MAZDA),,2014-10-12 04:33:52.274478,2014-10-12 04:33:52.274478,,
2885,1013401,1013402,MZGBPREM (FEBEST),B25D32124 (MAZDA),,2014-10-12 04:33:53.637782,2014-10-12 04:33:53.637782,,
2888,1013407,1013408,MZM009 (FEBEST),BC1D39060B (MAZDA),,2014-10-12 04:33:54.338269,2014-10-12 04:33:54.338269,,
2889,1013409,1013410,MZM010 (FEBEST),BC1D39100E (MAZDA),,2014-10-12 04:33:54.638254,2014-10-12 04:33:54.638254,,
2892,1013415,1013416,MZMB025 (FEBEST),BC1G39050B (MAZDA),,2014-10-12 04:33:56.083733,2014-10-12 04:33:56.083733,,
2893,1013417,1013418,MZMB026 (FEBEST),BR7439040 (MAZDA),,2014-10-12 04:33:56.367108,2014-10-12 04:33:56.367108,,
2894,1013419,1013420,MZMB027 (FEBEST),B45539050B (MAZDA),,2014-10-12 04:33:56.51673,2014-10-12 04:33:56.51673,,
2895,1013421,1013422,MZMB028 (FEBEST),B45539100E (MAZDA),,2014-10-12 04:33:57.183754,2014-10-12 04:33:57.183754,,
